Unnamed: 0,slug,name,playtime,stores,released,rating,rating_top,ratings,ratings_count,reviews_text_count,added,added_by_status,metacritic,suggestions_count,updated,id,tags,reviews_count,genres,genres_list,release_year,main_genre,store_list,rating_difference,combined_score
902,valfaris,Valfaris,1,[],2019-10-10,3.57,4,"['recommended', 'meh', 'exceptional', 'skip']",59,1,1345,"{'yet': 64, 'owned': 1159, 'beaten': 28, 'toplay': 61, 'dropped': 26, 'playing': 7}",81.0,514,2024-12-20T12:13:49,29228,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Steam Achievements', 'Инди', 'Full controller support', 'Отличный саундтрек', '2D', 'Научная фантастика', 'Horror', 'Фэнтези', 'Мясо', 'Платформер', 'Пиксельная графика', 'Ретро', 'Мрачная', 'Вид сбоку', 'Головоломка-платформер', 'Метроидвания', 'Олдскул', ""Shoot 'Em Up"", 'Готика', 'Наука']",61,"['Indie', 'Action']","['Indie', 'Action']",2019,Indie,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",-0.48,3.81
904,ascendant,Ascendant,3,[],2014-05-12,2.09,1,"['skip', 'meh', 'recommended']",32,1,1345,"{'yet': 94, 'owned': 1242, 'toplay': 2, 'dropped': 7}",76.0,354,2024-01-19T18:30:13,3181,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Multiplayer', 'steam-trading-cards', 'RPG', 'Co-op', 'Ролевая игра', '2D', 'Partial Controller Support', 'Платформер', 'Split Screen', 'Локальный мультиплеер', 'Local Co-Op', 'stats', 'controller support', 'Рогалик', 'Roguelike', ""Beat 'em up"", 'Упрощённый рогалик', 'Roguelite']",33,"['Indie', 'Adventure', 'Action', 'RPG']","['Indie', 'Adventure', 'Action', 'RPG']",2014,Indie,"['Steam', 'PlayStation Store', 'GOG']",-1.71,2.945
906,the-coma-2-vicious-sisters,The Coma 2: Vicious Sisters,5,[],2020-01-27,3.42,4,"['recommended', 'skip', 'exceptional', 'meh']",45,0,1342,"{'yet': 91, 'owned': 1170, 'beaten': 33, 'toplay': 30, 'dropped': 15, 'playing': 3}",73.5,319,2024-09-04T23:49:13,364975,"['Singleplayer', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Full controller support', 'Steam Cloud', 'Other']",45,"['Indie', 'Adventure', 'Action']","['Indie', 'Adventure', 'Action']",2020,Indie,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",-0.2549999999999999,3.5475
911,shenmue-iii,Shenmue III,1,[],2019-11-19,2.74,1,"['skip', 'meh', 'exceptional', 'recommended']",63,3,1331,"{'yet': 124, 'owned': 1001, 'beaten': 24, 'toplay': 157, 'dropped': 19, 'playing': 6}",68.0,230,2024-10-03T16:36:44,43362,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Глубокий сюжет', 'Открытый мир', 'Боевые искусства']",66,"['Adventure', 'Action']","['Adventure', 'Action']",2019,Adventure,"['Steam', 'PlayStation Store', 'GOG', 'Epic Games']",-0.6599999999999997,3.0700000000000003
912,ring-of-pain,Ring of Pain,3,[],2020-10-14,3.72,4,"['recommended', 'exceptional', 'meh', 'skip']",58,2,1330,"{'yet': 77, 'owned': 1191, 'beaten': 22, 'toplay': 11, 'dropped': 23, 'playing': 6}",74.0,198,2024-10-20T21:48:33,290085,"['Singleplayer', 'Для одного игрока', 'Инди', 'Атмосфера', 'Отличный саундтрек', 'Ролевая игра', 'Стратегия', 'Horror', 'Сложная', 'Ранний доступ', 'Мрачная', 'Реиграбельность', 'Пошаговая', 'Тёмное фэнтези', 'Рогалик', 'Упрощённый рогалик', 'Dungeon Crawler', 'Карточная игра', 'Проработанная вселенная', 'Ячеечный инвентарь', 'Управление мышью']",60,"['Strategy', 'Indie']","['Strategy', 'Indie']",2020,Strategy,"['Steam', 'Xbox Store', 'GOG']",0.02,3.71
920,truberbrook,Trüberbrook – A Nerd Saves the World,4,[],2019-03-11,3.43,4,"['recommended', 'meh', 'skip', 'exceptional']",54,0,1312,"{'yet': 97, 'owned': 1108, 'beaten': 48, 'toplay': 40, 'dropped': 13, 'playing': 6}",73.0,240,2024-12-21T15:04:48,62499,"['Singleplayer', 'Для одного игрока', 'Приключение', 'Отличный саундтрек', 'Глубокий сюжет', 'Story Rich', 'Шедевр', 'Sci-fi', 'Головоломка', 'Классика', 'Ретро', 'Point & Click', 'germany', '1960s']",54,"['Indie', 'Adventure', 'Puzzle']","['Indie', 'Adventure', 'Puzzle']",2019,Indie,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store', 'Google Play', 'Epic Games']",-0.2199999999999997,3.54
923,daymare-1998,Daymare: 1998,4,[],2019-09-16,2.63,3,"['meh', 'skip', 'recommended', 'exceptional']",51,2,1307,"{'yet': 69, 'owned': 1152, 'beaten': 27, 'toplay': 35, 'dropped': 21, 'playing': 3}",61.0,400,2024-10-02T12:47:02,275636,"['Singleplayer', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Full controller support', 'От третьего лица', 'Horror', 'Мясо', 'Gore', 'Выживание', 'Насилие', 'Violent', 'Зомби', 'Хоррор на выживание']",54,"['Indie', 'Adventure', 'Action']","['Indie', 'Adventure', 'Action']",2019,Indie,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",-0.4199999999999999,2.84
924,red-wings-aces-of-the-sky,Red Wings: Aces of the Sky,1,[],2020-05-21,2.17,1,"['skip', 'meh', 'recommended', 'exceptional']",28,1,1306,"{'yet': 65, 'owned': 1224, 'toplay': 5, 'dropped': 11, 'playing': 1}",65.0,204,2024-10-21T12:10:19,367179,"['Singleplayer', 'Экшен', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Co-op', 'Симулятор', 'Split Screen', 'Local Co-Op', 'Local Multiplayer']",29,"['Action', 'Simulation']","['Action', 'Simulation']",2020,Action,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",-1.08,2.71
933,paradise-killer,Paradise Killer,4,[],2020-09-03,3.84,5,"['exceptional', 'meh', 'recommended', 'skip']",56,0,1291,"{'yet': 61, 'owned': 1098, 'beaten': 46, 'toplay': 54, 'dropped': 21, 'playing': 11}",84.0,248,2024-12-16T05:52:20,428966,"['Singleplayer', 'Для одного игрока', 'Приключение', 'Инди', 'Atmospheric', 'Атмосфера', 'Отличный саундтрек', 'Great Soundtrack', 'Глубокий сюжет', 'RPG', 'Ролевая игра', 'Story Rich', 'Головоломка', 'Exploration', 'Female Protagonist', 'Женщина-протагонист', 'Исследование', 'Нагота', 'Point & Click', 'Nudity', 'Сексуальный контент', 'Sexual Content', 'Dystopian', 'Антиутопия', 'Визуальная новелла', 'Visual Novel']",56,"['Indie', 'Adventure', 'RPG']","['Indie', 'Adventure', 'RPG']",2020,Indie,"['Steam', 'GOG', 'Epic Games']",-0.3600000000000003,4.02
934,the-journey-down-chapter-one,The Journey Down: Chapter One,3,[],2012-05-18,3.16,4,"['recommended', 'skip', 'meh', 'exceptional']",43,0,1290,"{'yet': 65, 'owned': 1164, 'beaten': 39, 'toplay': 14, 'dropped': 8}",72.0,463,2024-10-10T11:41:54,7153,"['Singleplayer', 'Приключение', 'Инди', 'Atmospheric', 'Атмосфера', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', '2D', 'Фэнтези', 'Funny', 'Classic', 'Юмор', 'Comedy', 'Мрачная', 'Retro', 'Point & Click', 'Цветастая', 'Тёмное фэнтези', 'Реализм', 'Чёрный юмор', 'Сюрреалистичная', 'Псевдотрёхмерность', 'Линейная', 'Hand-drawn', 'Сериал', 'Episodic', 'Нуар', 'Noir', 'Динамические повествование', 'Управление мышью', 'Чёрная комедия', 'Сиквел']",43,"['Indie', 'Adventure', 'Puzzle']","['Indie', 'Adventure', 'Puzzle']",2012,Indie,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store']",-0.4399999999999999,3.38
937,rustler,Rustler,1,[],2021-08-31,2.64,4,"['recommended', 'skip', 'meh']",32,1,1286,"{'yet': 59, 'owned': 1157, 'beaten': 13, 'toplay': 31, 'dropped': 21, 'playing': 5}",62.0,294,2024-07-02T19:46:17,64526,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Инди', 'Multiplayer', 'Атмосфера', 'Ролевая игра', 'Открытый мир', 'От третьего лица', 'Классика', 'Gore', 'Юмор', 'Насилие', 'Violent', 'Online multiplayer', 'Ролевой экшен', 'Мрачная', 'Приключенческий экшен', 'История', 'Средневековье', 'Криминал', 'Чёрный юмор', 'Вождение', 'Лошади']",33,"['Indie', 'Adventure', 'Action']","['Indie', 'Adventure', 'Action']",2021,Indie,"['Steam', 'PlayStation Store', 'Xbox Store']",-0.4599999999999999,2.87
953,wuppo,Wuppo,3,[],2016-09-28,3.19,4,"['recommended', 'meh', 'skip', 'exceptional']",63,0,1265,"{'yet': 86, 'owned': 1115, 'beaten': 19, 'toplay': 10, 'dropped': 34, 'playing': 1}",80.0,345,2024-07-06T00:06:12,9963,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Отличный саундтрек', 'Great Soundtrack', 'Глубокий сюжет', 'RPG', 'Ролевая игра', 'Открытый мир', '2D', 'Смешная', 'Головоломка', 'Сложная', 'Платформер', 'Исследование', 'Пиксельная графика', 'Для всей семьи', 'Милая', 'Цветастая', 'Cute', 'Metroidvania', 'Метроидвания', 'Рисованная графика']",63,"['Indie', 'Adventure', 'Action', 'RPG']","['Indie', 'Adventure', 'Action', 'RPG']",2016,Indie,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",-0.81,3.595
960,the-wild-eight,The Wild Eight,4,[],2016-07-12,3.31,4,"['recommended', 'meh', 'skip', 'exceptional']",67,0,1255,"{'yet': 58, 'owned': 1123, 'beaten': 25, 'toplay': 19, 'dropped': 28, 'playing': 2}",67.0,503,2024-09-27T20:51:34,10082,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Инди', 'Multiplayer', 'Atmospheric', 'Для нескольких игроков', 'Атмосфера', 'RPG', 'Co-op', 'Ролевая игра', 'Открытый мир', 'Open World', 'Стратегия', 'cooperative', 'Horror', 'Симулятор', 'Online Co-Op', 'Сложная', 'Difficult', 'Sandbox', 'Выживание', 'Survival', 'Песочница', 'Совместная игра по сети', 'Ранний доступ', 'Action RPG', 'Early Access', 'Хоррор на выживание', 'Survival Horror', 'Mystery', 'Crafting', 'Крафтинг', 'Roguelike', 'Unity', 'Low-poly']",68,"['Adventure', 'Action', 'RPG', 'Simulation', 'Indie']","['Adventure', 'Action', 'RPG', 'Simulation', 'Indie']",2016,Adventure,"['Steam', 'PlayStation Store', 'Xbox Store', 'itch.io']",-0.04,3.33
966,splasher,Splasher,1,[],2017-02-07,3.24,4,"['recommended', 'skip', 'exceptional', 'meh']",46,0,1250,"{'yet': 95, 'owned': 1099, 'beaten': 25, 'toplay': 12, 'dropped': 17, 'playing': 2}",79.0,301,2024-08-29T12:41:40,9913,"['Singleplayer', 'Экшен', 'Steam Achievements', 'Инди', 'Full controller support', 'Steam Cloud', 'First-Person', '2D', 'Смешная', 'Steam Leaderboards', 'Платформер', 'Контроллер', 'Controller', 'Cartoon', 'Мультфильм']",46,"['Indie', 'Platformer', 'Arcade', 'Action']","['Indie', 'Platformer', 'Arcade', 'Action']",2017,Indie,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",-0.71,3.595
967,the-darkside-detective,The Darkside Detective,3,[],2017-07-26,3.57,4,"['recommended', 'meh', 'exceptional', 'skip']",58,0,1249,"{'yet': 115, 'owned': 1036, 'beaten': 48, 'toplay': 31, 'dropped': 14, 'playing': 5}",73.0,305,2024-10-10T11:37:11,18601,"['Singleplayer', 'Для одного игрока', 'Приключение', 'Steam Achievements', 'Инди', 'Steam Cloud', 'steam-trading-cards', 'Отличный саундтрек', 'Казуальная игра', '2D', 'Смешная', 'Головоломка', 'Funny', 'Классика', 'Юмор', 'Comedy', 'Пиксельная графика', 'Ретро', 'Pixel Graphics', 'Point & Click', 'Mystery', 'Detective', 'Детектив', 'Supernatural', 'Other']",58,"['Casual', 'Indie', 'Adventure', 'Action']","['Casual', 'Indie', 'Adventure', 'Action']",2017,Casual,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store', 'itch.io', 'Epic Games']",-0.08,3.61
972,automachef,Automachef,4,[],2019-07-23,2.83,3,"['meh', 'recommended', 'skip', 'exceptional']",48,0,1242,"{'yet': 112, 'owned': 1070, 'beaten': 6, 'toplay': 11, 'dropped': 36, 'playing': 7}",70.0,362,2024-11-26T10:32:19,313783,"['Singleplayer', 'Steam Achievements', 'Инди', 'Full controller support', 'Симулятор', 'Смешная', 'Головоломка', 'Steam Workshop']",48,"['Indie', 'Simulation']","['Indie', 'Simulation']",2019,Indie,"['Steam', 'GOG', 'Nintendo Store', 'Epic Games']",-0.6699999999999999,3.165
